2024-05-23 17:56:24,605 INFO    StreamThr :1919440 [internal.py:wandb_internal():85] W&B internal server running at pid: 1919440, started at: 2024-05-23 17:56:24.604504
2024-05-23 17:56:24,608 DEBUG   HandlerThread:1919440 [handler.py:handle_request():158] handle_request: status
2024-05-23 17:56:24,611 INFO    WriterThread:1919440 [datastore.py:open_for_write():87] open: ./wandb/run-20240523_175624-ss8gwu05/run-ss8gwu05.wandb
2024-05-23 17:56:24,611 DEBUG   SenderThread:1919440 [sender.py:send():378] send: header
2024-05-23 17:56:24,614 DEBUG   SenderThread:1919440 [sender.py:send():378] send: run
2024-05-23 17:56:24,617 INFO    SenderThread:1919440 [sender.py:_setup_resume():748] checking resume status for None/SEED_test_loo/ss8gwu05
2024-05-23 17:56:25,811 INFO    SenderThread:1919440 [dir_watcher.py:__init__():211] watching files in: ./wandb/run-20240523_175624-ss8gwu05/files
2024-05-23 17:56:25,811 INFO    SenderThread:1919440 [sender.py:_start_run_threads():1123] run started: ss8gwu05 with start time 1716458184.604342
2024-05-23 17:56:25,823 DEBUG   HandlerThread:1919440 [handler.py:handle_request():158] handle_request: check_version
2024-05-23 17:56:25,824 DEBUG   SenderThread:1919440 [sender.py:send_request():405] send_request: check_version
2024-05-23 17:56:26,222 DEBUG   HandlerThread:1919440 [handler.py:handle_request():158] handle_request: run_start
2024-05-23 17:56:26,235 DEBUG   HandlerThread:1919440 [system_info.py:__init__():26] System info init
2024-05-23 17:56:26,235 DEBUG   HandlerThread:1919440 [system_info.py:__init__():41] System info init done
2024-05-23 17:56:26,235 INFO    HandlerThread:1919440 [system_monitor.py:start():194] Starting system monitor
2024-05-23 17:56:26,236 INFO    SystemMonitor:1919440 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-23 17:56:26,236 INFO    HandlerThread:1919440 [system_monitor.py:probe():214] Collecting system info
2024-05-23 17:56:26,237 INFO    SystemMonitor:1919440 [interfaces.py:start():188] Started cpu monitoring
2024-05-23 17:56:26,238 INFO    SystemMonitor:1919440 [interfaces.py:start():188] Started disk monitoring
