2024-05-23 19:21:55,572 INFO    StreamThr :2301143 [internal.py:wandb_internal():85] W&B internal server running at pid: 2301143, started at: 2024-05-23 19:21:55.571871
2024-05-23 19:21:55,575 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: status
2024-05-23 19:21:55,577 INFO    WriterThread:2301143 [datastore.py:open_for_write():87] open: ./wandb/run-20240523_192154-44thvx3o/run-44thvx3o.wandb
2024-05-23 19:21:55,577 DEBUG   SenderThread:2301143 [sender.py:send():378] send: header
2024-05-23 19:21:55,577 DEBUG   SenderThread:2301143 [sender.py:send():378] send: run
2024-05-23 19:21:55,580 INFO    SenderThread:2301143 [sender.py:_setup_resume():748] checking resume status for None/SEED_test_loo/44thvx3o
2024-05-23 19:21:56,407 INFO    SenderThread:2301143 [dir_watcher.py:__init__():211] watching files in: ./wandb/run-20240523_192154-44thvx3o/files
2024-05-23 19:21:56,407 INFO    SenderThread:2301143 [sender.py:_start_run_threads():1123] run started: 44thvx3o with start time 1716463314.674755
2024-05-23 19:21:56,423 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: check_version
2024-05-23 19:21:56,423 DEBUG   SenderThread:2301143 [sender.py:send_request():405] send_request: check_version
2024-05-23 19:21:56,826 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: run_start
2024-05-23 19:21:56,827 DEBUG   HandlerThread:2301143 [system_info.py:__init__():26] System info init
2024-05-23 19:21:56,827 DEBUG   HandlerThread:2301143 [system_info.py:__init__():41] System info init done
2024-05-23 19:21:56,827 INFO    HandlerThread:2301143 [system_monitor.py:start():194] Starting system monitor
2024-05-23 19:21:56,828 INFO    SystemMonitor:2301143 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-23 19:21:56,828 INFO    HandlerThread:2301143 [system_monitor.py:probe():214] Collecting system info
2024-05-23 19:21:56,829 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started cpu monitoring
2024-05-23 19:21:56,829 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started disk monitoring
2024-05-23 19:21:56,830 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started gpu monitoring
2024-05-23 19:21:56,831 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started memory monitoring
2024-05-23 19:21:56,832 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started network monitoring
2024-05-23 19:21:56,853 DEBUG   HandlerThread:2301143 [system_info.py:probe():150] Probing system
2024-05-23 19:21:56,854 DEBUG   HandlerThread:2301143 [system_info.py:_probe_git():135] Probing git
2024-05-23 19:21:56,862 DEBUG   HandlerThread:2301143 [system_info.py:_probe_git():143] Probing git done
2024-05-23 19:21:56,862 DEBUG   HandlerThread:2301143 [system_info.py:probe():198] Probing system done
2024-05-23 19:21:56,862 DEBUG   HandlerThread:2301143 [system_monitor.py:probe():223] {'os': 'Linux-5.19.0-40-generic-x86_64-with-glibc2.35', 'python': '3.11.3', 'heartbeatAt': '2024-05-23T11:21:56.854020', 'startedAt': '2024-05-23T11:21:54.667958', 'docker': None, 'cuda': None, 'args': ('log.run=3', 'log.proj_name=SEED_test_loo', 'data=SEED', 'model.timeFilterLen=30', 'model.dilation_array=[1,3,6,12]', 'model.seg_att=15', 'model.avgPoolLen=15', 'model.timeSmootherLen=3', 'train.gpus=[0]', 'train.valid_method=loo', 'train.num_workers=8', 'hydra/job_logging=default', 'train.iftest=False', 'mlp.wd=0.011'), 'state': 'running', 'program': '/home/ncclab/shenxinke/att_model/CLISA_Hydra/train_mlp.py', 'codePathLocal': None, 'codePath': 'train_mlp.py', 'git': {'remote': 'git@github.com:RunminGan1218/CLISA_Hydra.git', 'commit': '7aa52932c017e2d781381336081caf4bf9c8e166'}, 'email': 'shenxk@sustech.edu.cn', 'root': '/home/ncclab/shenxinke/att_model/CLISA_Hydra', 'host': 'Precision5820', 'username': 'ncclab', 'executable': '/home/ncclab/miniconda3/envs/att_model/bin/python', 'cpu_count': 18, 'cpu_count_logical': 36, 'cpu_freq': {'current': 2.188972222222222, 'min': 1200.0, 'max': 4633.333333333333}, 'cpu_freq_per_core': [{'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4700.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4700.0}, {'current': 1.201, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 4.427, 'min': 1200.0, 'max': 4800.0}, {'current': 3.0, 'min': 1200.0, 'max': 4800.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 1.201, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4700.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1.305, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4700.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 1.2, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4800.0}, {'current': 3.0, 'min': 1200.0, 'max': 4800.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3.0, 'min': 1200.0, 'max': 4600.0}], 'disk': {'/': {'total': 937.5354804992676, 'used': 876.2024765014648}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 251.422119140625}}
2024-05-23 19:21:56,862 INFO    HandlerThread:2301143 [system_monitor.py:probe():224] Finished collecting system info
2024-05-23 19:21:56,862 INFO    HandlerThread:2301143 [system_monitor.py:probe():227] Publishing system info
2024-05-23 19:21:56,862 DEBUG   HandlerThread:2301143 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-23 19:21:57,409 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20240523_192154-44thvx3o/files/conda-environment.yaml
2024-05-23 19:22:03,283 DEBUG   HandlerThread:2301143 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-23 19:22:03,284 INFO    HandlerThread:2301143 [system_monitor.py:probe():229] Finished publishing system info
2024-05-23 19:22:03,284 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: status_report
2024-05-23 19:22:03,285 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: keepalive
2024-05-23 19:22:03,285 DEBUG   SenderThread:2301143 [sender.py:send():378] send: files
2024-05-23 19:22:03,285 INFO    SenderThread:2301143 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-23 19:22:03,409 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: python_packages
2024-05-23 19:22:03,409 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: stop_status
2024-05-23 19:22:03,410 DEBUG   SenderThread:2301143 [sender.py:send_request():405] send_request: python_packages
2024-05-23 19:22:03,412 DEBUG   SenderThread:2301143 [sender.py:send_request():405] send_request: stop_status
2024-05-23 19:22:03,416 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./wandb/run-20240523_192154-44thvx3o/files/conda-environment.yaml
2024-05-23 19:22:03,416 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20240523_192154-44thvx3o/files/requirements.txt
2024-05-23 19:22:03,416 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20240523_192154-44thvx3o/files/wandb-metadata.json
2024-05-23 19:22:03,731 DEBUG   SenderThread:2301143 [sender.py:send():378] send: telemetry
2024-05-23 19:22:03,731 DEBUG   SenderThread:2301143 [sender.py:send():378] send: metric
2024-05-23 19:22:03,732 DEBUG   SenderThread:2301143 [sender.py:send():378] send: telemetry
2024-05-23 19:22:03,732 DEBUG   SenderThread:2301143 [sender.py:send():378] send: telemetry
2024-05-23 19:22:03,732 DEBUG   SenderThread:2301143 [sender.py:send():378] send: metric
2024-05-23 19:22:03,733 WARNING SenderThread:2301143 [sender.py:send_metric():1340] Seen metric with glob (shouldn't happen)
2024-05-23 19:22:04,358 INFO    wandb-upload_0:2301143 [upload_job.py:push():130] Uploaded file /tmp/tmpa3n23fztwandb/ys35q89t-wandb-metadata.json
2024-05-23 19:22:04,416 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_created():271] file/dir created: ./wandb/run-20240523_192154-44thvx3o/files/output.log
2024-05-23 19:22:05,529 DEBUG   SenderThread:2301143 [sender.py:send():378] send: config
2024-05-23 19:22:05,935 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: status_report
2024-05-23 19:22:06,417 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./wandb/run-20240523_192154-44thvx3o/files/output.log
2024-05-23 19:22:08,421 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./wandb/run-20240523_192154-44thvx3o/files/output.log
2024-05-23 19:22:09,587 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: partial_history
2024-05-23 19:22:09,589 DEBUG   SenderThread:2301143 [sender.py:send():378] send: metric
2024-05-23 19:22:09,590 DEBUG   SenderThread:2301143 [sender.py:send():378] send: metric
2024-05-23 19:22:09,590 DEBUG   SenderThread:2301143 [sender.py:send():378] send: metric
2024-05-23 19:22:09,590 DEBUG   SenderThread:2301143 [sender.py:send():378] send: history
2024-05-23 19:22:09,590 DEBUG   SenderThread:2301143 [sender.py:send_request():405] send_request: summary_record
2024-05-23 19:22:09,591 INFO    SenderThread:2301143 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-23 19:22:09,935 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: log_artifact
2024-05-23 19:22:09,936 DEBUG   SenderThread:2301143 [sender.py:send_request():405] send_request: log_artifact
2024-05-23 19:22:09,939 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: partial_history
2024-05-23 19:22:10,421 INFO    Thread-120:2301143 [dir_watcher.py:_on_file_modified():288] file/dir modified: ./wandb/run-20240523_192154-44thvx3o/files/output.log
