2024-05-19 17:35:39,783 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Current SDK version is 0.17.0
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Configure stats pid to 675569
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Loading settings from /home/ncclab/.config/wandb/settings
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Loading settings from /home/ncclab/shenxinke/att_model/CLISA_Hydra/clisa_run/SEED/2024-05-19/14-23-10_run3/wandb/settings
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'train_ext.py', 'program_abspath': '/home/ncclab/shenxinke/att_model/CLISA_Hydra/train_ext.py', 'program': '/home/ncclab/shenxinke/att_model/CLISA_Hydra/train_ext.py'}
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_init.py:_log_setup():520] Logging user logs to ./wandb/run-20240519_173539-cumtx7kp/logs/debug.log
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_init.py:_log_setup():521] Logging internal logs to ./wandb/run-20240519_173539-cumtx7kp/logs/debug-internal.log
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_init.py:init():560] calling init triggers
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {}
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_init.py:init():610] starting backend
2024-05-19 17:35:39,784 INFO    MainThread:675569 [wandb_init.py:init():614] setting up manager
2024-05-19 17:35:39,786 INFO    MainThread:675569 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-19 17:35:39,786 INFO    MainThread:675569 [wandb_init.py:init():622] backend started and connected
2024-05-19 17:35:39,791 INFO    MainThread:675569 [wandb_init.py:init():711] updated telemetry
2024-05-19 17:35:39,797 INFO    MainThread:675569 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2024-05-19 17:35:41,713 INFO    MainThread:675569 [wandb_run.py:_on_init():2396] communicating current version
2024-05-19 17:35:42,232 INFO    MainThread:675569 [wandb_run.py:_on_init():2405] got version response 
2024-05-19 17:35:42,232 INFO    MainThread:675569 [wandb_init.py:init():795] starting run threads in backend
2024-05-19 17:35:48,753 INFO    MainThread:675569 [wandb_run.py:_console_start():2374] atexit reg
2024-05-19 17:35:48,753 INFO    MainThread:675569 [wandb_run.py:_redirect():2229] redirect: wrap_raw
2024-05-19 17:35:48,753 INFO    MainThread:675569 [wandb_run.py:_redirect():2294] Wrapping output streams.
2024-05-19 17:35:48,753 INFO    MainThread:675569 [wandb_run.py:_redirect():2319] Redirects installed.
2024-05-19 17:35:48,754 INFO    MainThread:675569 [wandb_init.py:init():838] run started, returning control to user process
2024-05-19 17:35:48,824 INFO    MainThread:675569 [wandb_run.py:_config_callback():1376] config_cb None None {'model': None, 'cfg/gpus': [0], 'cfg/valid_method': 'loo', 'cfg/iftest': False, 'cfg/n_subs': 15, 'cfg/lr': 0.0007, 'cfg/wd': 0.00015, 'cfg/loss_temp': 0.07, 'cfg/max_epochs': 100, 'cfg/min_epochs': 30, 'cfg/patience': 30, 'cfg/num_workers': 8}
2024-05-19 22:30:14,296 INFO    MainThread:675569 [wandb_run.py:_finish():2103] finishing run sustech-shenxk/SEED_test_loo/cumtx7kp
2024-05-19 22:30:14,297 INFO    MainThread:675569 [wandb_run.py:_atexit_cleanup():2343] got exitcode: 0
2024-05-19 22:30:14,297 INFO    MainThread:675569 [wandb_run.py:_restore():2326] restore
2024-05-19 22:30:14,297 INFO    MainThread:675569 [wandb_run.py:_restore():2332] restore done
2024-05-19 22:33:39,252 INFO    MainThread:675569 [wandb_run.py:_footer_history_summary_info():3994] rendering history
2024-05-19 22:33:39,253 INFO    MainThread:675569 [wandb_run.py:_footer_history_summary_info():4026] rendering summary
2024-05-19 22:33:39,263 INFO    MainThread:675569 [wandb_run.py:_footer_sync_info():3953] logging synced files
