2024-05-23 18:57:29,558 INFO    StreamThr :2301143 [internal.py:wandb_internal():85] W&B internal server running at pid: 2301143, started at: 2024-05-23 18:57:29.557379
2024-05-23 18:57:29,560 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: status
2024-05-23 18:57:29,563 INFO    WriterThread:2301143 [datastore.py:open_for_write():87] open: ./wandb/run-20240523_185729-pb0et1mo/run-pb0et1mo.wandb
2024-05-23 18:57:29,564 DEBUG   SenderThread:2301143 [sender.py:send():378] send: header
2024-05-23 18:57:29,567 DEBUG   SenderThread:2301143 [sender.py:send():378] send: run
2024-05-23 18:57:29,570 INFO    SenderThread:2301143 [sender.py:_setup_resume():748] checking resume status for None/SEED_test_loo/pb0et1mo
2024-05-23 18:57:30,370 INFO    SenderThread:2301143 [dir_watcher.py:__init__():211] watching files in: ./wandb/run-20240523_185729-pb0et1mo/files
2024-05-23 18:57:30,370 INFO    SenderThread:2301143 [sender.py:_start_run_threads():1123] run started: pb0et1mo with start time 1716461849.557307
2024-05-23 18:57:30,381 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: check_version
2024-05-23 18:57:30,383 DEBUG   SenderThread:2301143 [sender.py:send_request():405] send_request: check_version
2024-05-23 18:57:30,793 DEBUG   HandlerThread:2301143 [handler.py:handle_request():158] handle_request: run_start
2024-05-23 18:57:30,805 DEBUG   HandlerThread:2301143 [system_info.py:__init__():26] System info init
2024-05-23 18:57:30,805 DEBUG   HandlerThread:2301143 [system_info.py:__init__():41] System info init done
2024-05-23 18:57:30,805 INFO    HandlerThread:2301143 [system_monitor.py:start():194] Starting system monitor
2024-05-23 18:57:30,806 INFO    SystemMonitor:2301143 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-23 18:57:30,806 INFO    HandlerThread:2301143 [system_monitor.py:probe():214] Collecting system info
2024-05-23 18:57:30,807 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started cpu monitoring
2024-05-23 18:57:30,808 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started disk monitoring
2024-05-23 18:57:30,809 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started gpu monitoring
2024-05-23 18:57:30,810 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started memory monitoring
2024-05-23 18:57:30,812 INFO    SystemMonitor:2301143 [interfaces.py:start():188] Started network monitoring
2024-05-23 18:57:30,829 DEBUG   HandlerThread:2301143 [system_info.py:probe():150] Probing system
2024-05-23 18:57:30,831 DEBUG   HandlerThread:2301143 [system_info.py:_probe_git():135] Probing git
2024-05-23 18:57:30,839 DEBUG   HandlerThread:2301143 [system_info.py:_probe_git():143] Probing git done
2024-05-23 18:57:30,839 DEBUG   HandlerThread:2301143 [system_info.py:probe():198] Probing system done
